zipcode,area,city
80864,"Talibeng, Sidemen",Karangasem
80864,"Tangkup, Sidemen",Karangasem
80864,"Telaga Tawang, Sidemen",Karangasem
80864,"Tri Eka Buana, Sidemen",Karangasem
80864,"Wisma Kerta, Sidemen",Karangasem
80871,"Antiga, Manggis",Karangasem
80871,"Antiga Kelod, Manggis",Karangasem
80871,"Gegelang, Manggis",Karangasem
80871,"Manggis, Manggis",Karangasem
80871,"Ngis, Manggis",Karangasem
80871,"Nyuh Tebel, Manggis",Karangasem
80871,"Padangbai, Manggis",Karangasem
80871,"Pesedahan, Manggis",Karangasem
80871,"Selumbung, Manggis",Karangasem
80871,"Sengkidu, Manggis",Karangasem
80871,"Tenganan, Manggis",Karangasem
80871,"Ulakan, Manggis",Karangasem
81111,"Kampung Singaraja, Buleleng",Buleleng
81112,"Astina, Buleleng",Buleleng
81112,"Kendran, Buleleng",Buleleng
81113,"Banjar Bali, Buleleng",Buleleng
81113,"Banjar Jawa, Buleleng",Buleleng
81114,"Kampung Baru, Buleleng",Buleleng
81114,"Kampung Kajanan, Buleleng",Buleleng
81115,"Kampung Anyar, Buleleng",Buleleng
81115,"Kampung Bugis, Buleleng",Buleleng
81116,"Banyuasri, Buleleng",Buleleng
81116,"Kaliuntu, Buleleng",Buleleng
81117,"Banjar Tegal, Buleleng",Buleleng
81118,"Paket Agung, Buleleng",Buleleng
81119,"Alasangker, Buleleng",Buleleng
81119,"Anturan, Buleleng",Buleleng
81119,"Banyuning, Buleleng",Buleleng
81119,"Beratan, Buleleng",Buleleng
81119,"Bhakti Seraga (Baktiseraga), Buleleng",Buleleng
81119,"Jinengdalem, Buleleng",Buleleng
81119,"Kalibukbuk, Buleleng",Buleleng
81119,"Liligundi, Buleleng",Buleleng
81119,"Nagasepaha, Buleleng",Buleleng
81119,"Pemaron, Buleleng",Buleleng
81119,"Penarukan, Buleleng",Buleleng
81119,"Penglatan, Buleleng",Buleleng
81119,"Petandakan, Buleleng",Buleleng
81119,"Poh Bergong, Buleleng",Buleleng
81119,"Sari Mekar, Buleleng",Buleleng
81119,"Tukadmungga, Buleleng",Buleleng
81152,"Banjar, Banjar",Buleleng
81152,"Banjar Tegeha, Banjar",Buleleng
81152,"Banyuatis, Banjar",Buleleng
81152,"Banyusri, Banjar",Buleleng
81152,"Cempaga, Banjar",Buleleng
81152,"Dencarik, Banjar",Buleleng
81152,"Gesing, Banjar",Buleleng
81152,"Gobleg, Banjar",Buleleng
81152,"Kaliasem, Banjar",Buleleng
81152,"Kayuputih, Banjar",Buleleng
81152,"Munduk, Banjar",Buleleng
81152,"Pedawa, Banjar",Buleleng
81152,"Sidetapa, Banjar",Buleleng
81152,"Tampekan, Banjar",Buleleng
81152,"Temukus, Banjar",Buleleng
81152,"Tigawasa, Banjar",Buleleng
81152,"Tirtasari, Banjar",Buleleng
81153,"Banjar Asem, Seririt",Buleleng
81153,"Bestala, Seririt",Buleleng
81153,"Bubunan, Seririt",Buleleng
81153,"Gunungsari, Seririt",Buleleng
81153,"Joanyar, Seririt",Buleleng
81153,"Kalianget, Seririt",Buleleng
81153,"Kalisada, Seririt",Buleleng
81153,"Lokapaksa, Seririt",Buleleng
81153,"Mayong, Seririt",Buleleng
81153,"Munduk Bestala, Seririt",Buleleng
81153,"Pangkungparuk, Seririt",Buleleng
81153,"Patemoh (Patemon), Seririt",Buleleng
81153,"Pengastulan, Seririt",Buleleng
81153,"Rangdu, Seririt",Buleleng
81153,"Ringdikit, Seririt",Buleleng
81153,"Seririt, Seririt",Buleleng
81153,"Sulanyah, Seririt",Buleleng
81153,"Tangguwisia, Seririt",Buleleng
81153,"Ularan, Seririt",Buleleng
81153,"Umeanyar, Seririt",Buleleng
81153,"Unggahan, Seririt",Buleleng
81154,"Bengkel, Busungbiu",Buleleng
81154,"Bongancina, Busungbiu",Buleleng
81154,"Busungbiu, Busungbiu",Buleleng
81154,"Kedia (Kedis), Busungbiu",Buleleng
81154,"Kekeran, Busungbiu",Buleleng
81154,"Pelapuan, Busungbiu",Buleleng
81154,"Pucaksari, Busungbiu",Buleleng
81154,"Sepang, Busungbiu",Buleleng
81154,"Sepang Kelod, Busungbiu",Buleleng
81154,"Subuk, Busungbiu",Buleleng
81154,"Telaga, Busungbiu",Buleleng
81154,"Tinggarsari, Busungbiu",Buleleng
81154,"Tista, Busungbiu",Buleleng
81154,"Titab, Busungbiu",Buleleng
81154,"Umejero, Busungbiu",Buleleng
81155,"Banyupoh, Gerokgak",Buleleng
81155,"Celukan Bawang, Gerokgak",Buleleng
81155,"Gerokgak, Gerokgak",Buleleng
81155,"Musi, Gerokgak",Buleleng
81155,"Patas, Gerokgak",Buleleng
81155,"Pejarakan, Gerokgak",Buleleng
81155,"Pemuteran, Gerokgak",Buleleng
81155,"Pengulon, Gerokgak",Buleleng
81155,"Penyabangan, Gerokgak",Buleleng
81155,"Sanggalangit, Gerokgak",Buleleng
81155,"Sumber Klampok, Gerokgak",Buleleng
81155,"Sumberkima, Gerokgak",Buleleng
81155,"Tinga Tinga, Gerokgak",Buleleng
81155,"Tukad Sumaga, Gerokgak",Buleleng
81161,"Ambengan, Sukasada",Buleleng
81161,"Gitgit, Sukasada",Buleleng
81161,"Kayuputih, Sukasada",Buleleng
81161,"Padangbulia, Sukasada",Buleleng
81161,"Pancasari, Sukasada",Buleleng
81161,"Panji, Sukasada",Buleleng
81161,"Panji Anom, Sukasada",Buleleng
81161,"Pegadungan, Sukasada",Buleleng
81161,"Pegayaman, Sukasada",Buleleng
81161,"Sambangan, Sukasada",Buleleng
81161,"Selat, Sukasada",Buleleng
81161,"Silangjana, Sukasada",Buleleng
81161,"Sukasada, Sukasada",Buleleng
81161,"Tegal Linggah (Tegalinggah), Sukasada",Buleleng
81161,"Wanagiri, Sukasada",Buleleng
81171,"Bebetin, Sawan",Buleleng
81171,"Bungkulan, Sawan",Buleleng
81171,"Galungan, Sawan",Buleleng
81171,"Giri Emas, Sawan",Buleleng
81171,"Jagaraga, Sawan",Buleleng
81171,"Kerobokan, Sawan",Buleleng
81171,"Lemukih, Sawan",Buleleng
81171,"Menyali, Sawan",Buleleng
81171,"Sangsit, Sawan",Buleleng
81171,"Sawan, Sawan",Buleleng
81171,"Sekumpul, Sawan",Buleleng
81171,"Sinabun, Sawan",Buleleng
81171,"Sudaji, Sawan",Buleleng
81171,"Suwug, Sawan",Buleleng
81172,"Bengkala, Kubutambahan",Buleleng
81172,"Bila, Kubutambahan",Buleleng
81172,"Bontihing, Kubutambahan",Buleleng
81172,"Bukti, Kubutambahan",Buleleng
81172,"Bulian, Kubutambahan",Buleleng
81172,"Depeha, Kubutambahan",Buleleng
81172,"Kubutambahan, Kubutambahan",Buleleng
81172,"Mengening, Kubutambahan",Buleleng
81172,"Pakisan, Kubutambahan",Buleleng
81172,"Tajun, Kubutambahan",Buleleng
81172,"Tambakan, Kubutambahan",Buleleng
81172,"Tamblang, Kubutambahan",Buleleng
81172,"Tunjung, Kubutambahan",Buleleng
81173,"Bondalem, Tejakula",Buleleng
81173,"Julah, Tejakula",Buleleng
81173,"Les, Tejakula",Buleleng
81173,"Madenan, Tejakula",Buleleng
81173,"Pacung, Tejakula",Buleleng
81173,"Penuktukan, Tejakula",Buleleng
81173,"Sambirenteng, Tejakula",Buleleng
81173,"Sembiran, Tejakula",Buleleng
81173,"Tejakula, Tejakula",Buleleng
81173,"Tembok, Tejakula",Buleleng
82111,"Dauh Peken, Tabanan",Tabanan
82111,"Wanasari, Tabanan",Tabanan
82112,"Bongan (Boongan), Tabanan",Tabanan
82113,"Delod Peken, Tabanan",Tabanan
82114,"Dejan Peken (Dajan Peken), Tabanan",Tabanan
82115,"Buahan, Tabanan",Tabanan
82115,"Denbantas, Tabanan",Tabanan
82115,"Gubug, Tabanan",Tabanan
82115,"Sesandan, Tabanan",Tabanan
82115,"Subamia, Tabanan",Tabanan
82115,"Sudimara, Tabanan",Tabanan
82115,"Tunjuk, Tabanan",Tabanan
82121,"Abian Tuwung, Kediri",Tabanan
82121,"Belalang, Kediri",Tabanan
82121,"Bengkel, Kediri",Tabanan
82121,"Beraban, Kediri",Tabanan
82121,"Buwit, Kediri",Tabanan
82121,"Cepaka, Kediri",Tabanan
82121,"Kaba-Kaba, Kediri",Tabanan
82121,"Kediri, Kediri",Tabanan
82121,"Nyambu, Kediri",Tabanan
82121,"Nyitdah, Kediri",Tabanan
82121,"Pandak Bandung, Kediri",Tabanan
82121,"Pandak Gede, Kediri",Tabanan
82121,"Pangkung Tibah, Kediri",Tabanan
82121,"Pejaten, Kediri",Tabanan
82123,"Banjar Anyar, Kediri",Tabanan
82152,"Babahan, Penebel",Tabanan
82152,"Biaung, Penebel",Tabanan
82152,"Buruan, Penebel",Tabanan
82152,"Jatiluwih, Penebel",Tabanan
82152,"Jegu, Penebel",Tabanan
82152,"Mengeste, Penebel",Tabanan
82152,"Penatahan, Penebel",Tabanan
82152,"Penebel, Penebel",Tabanan
82152,"Pesagi, Penebel",Tabanan
82152,"Pitra, Penebel",Tabanan
82152,"Rejasa, Penebel",Tabanan
82152,"Riang Gede, Penebel",Tabanan
82152,"Sangketan, Penebel",Tabanan
82152,"Senganan, Penebel",Tabanan
82152,"Tajen, Penebel",Tabanan
82152,"Tegalinggah, Penebel",Tabanan
82152,"Tengkudak, Penebel",Tabanan
82152,"Wongaya Gede, Penebel",Tabanan
82161,"Batuaji, Kerambitan",Tabanan
82161,"Baturiti, Kerambitan",Tabanan
82161,"Belumbang, Kerambitan",Tabanan
82161,"Kelating, Kerambitan",Tabanan
82161,"Kerambitan, Kerambitan",Tabanan
82161,"Kesiut, Kerambitan",Tabanan
82161,"Kukuh, Kerambitan",Tabanan
82161,"Meliling, Kerambitan",Tabanan
82161,"Pangkung Karung, Kerambitan",Tabanan
82161,"Penarukan, Kerambitan",Tabanan
82161,"Samsam, Kerambitan",Tabanan
82161,"Sembung Gede, Kerambitan",Tabanan
82161,"Tibu Biu (Tibubiyu), Kerambitan",Tabanan
82161,"Timpag, Kerambitan",Tabanan
82161,"Tista, Kerambitan",Tabanan
82162,"Angkah, Selemadeg / Salemadeg Barat",Tabanan
82162,"Antap, Selemadeg",Tabanan
82162,"Antosari, Selemadeg / Salemadeg Barat",Tabanan
82162,"Bajera, Selemadeg",Tabanan
82162,"Bajera Utara, Selemadeg",Tabanan
82162,"Bantas, Selemadeg / Salamadeg Timur",Tabanan
82162,"Bengkel Sari, Selemadeg / Salemadeg Barat",Tabanan
82162,"Beraban, Selemadeg / Salamadeg Timur",Tabanan
82162,"Berembeng, Selemadeg",Tabanan
82162,"Dalang, Selemadeg / Salamadeg Timur",Tabanan
82162,"Gadung Sari, Selemadeg / Salamadeg Timur",Tabanan
82162,"Gadungan, Selemadeg / Salamadeg Timur",Tabanan
82162,"Gunung Salak, Selemadeg / Salamadeg Timur",Tabanan
82162,"Lalang Linggah, Selemadeg / Salemadeg Barat",Tabanan
82162,"Lumbung, Selemadeg / Salemadeg Barat",Tabanan
82162,"Lumbung Kauh, Selemadeg / Salemadeg Barat",Tabanan
82162,"Mambang, Selemadeg / Salamadeg Timur",Tabanan
82162,"Manikyang, Selemadeg",Tabanan
82162,"Megati, Selemadeg / Salamadeg Timur",Tabanan
82162,"Mundeh, Selemadeg / Salemadeg Barat",Tabanan
82162,"Mundeh Kangin, Selemadeg / Salemadeg Barat",Tabanan
82162,"Mundeh Kauh, Selemadeg / Salemadeg Barat",Tabanan
82162,"Pupuan Sawah, Selemadeg",Tabanan
82162,"Selabih, Selemadeg / Salemadeg Barat",Tabanan
82162,"Selemadeg, Selemadeg",Tabanan
82162,"Serampingan, Selemadeg",Tabanan
82162,"Tangguntiti, Selemadeg / Salamadeg Timur",Tabanan
82162,"Tegal Mengkeb, Selemadeg / Salamadeg Timur",Tabanan
82162,"Tiying Gading, Selemadeg / Salemadeg Barat",Tabanan
82162,"Wanagiri, Selemadeg",Tabanan
82162,"Wanagiri Kauh, Selemadeg",Tabanan
82163,"Bantiran, Pupuan",Tabanan
82163,"Batungsel, Pupuan",Tabanan
82163,"Belatungan, Pupuan",Tabanan
82163,"Belimbing, Pupuan",Tabanan
82163,"Jelijih Punggang, Pupuan",Tabanan
82163,"Karya Sari, Pupuan",Tabanan
82163,"Kebon Padangan, Pupuan",Tabanan
82163,"Munduk Temu, Pupuan",Tabanan
82163,"Padangan, Pupuan",Tabanan
82163,"Pajahan, Pupuan",Tabanan
82163,"Pujungan, Pupuan",Tabanan
82163,"Pupuan, Pupuan",Tabanan
82163,"Sanda, Pupuan",Tabanan
82181,"Batannyuh, Marga",Tabanan
82181,"Beringkit, Marga",Tabanan
82181,"Caubelayu, Marga",Tabanan
82181,"Geluntung, Marga",Tabanan
82181,"Kukuh, Marga",Tabanan
82181,"Kuwum, Marga",Tabanan
82181,"Marga, Marga",Tabanan
82181,"Marga Dajan Puri, Marga",Tabanan
82181,"Marga Dauh Puri, Marga",Tabanan
82181,"Payangan, Marga",Tabanan
82181,"Peken Belayu, Marga",Tabanan
82181,"Petiga, Marga",Tabanan
82181,"Selanbawak, Marga",Tabanan
82181,"Tegaljadi, Marga",Tabanan
82181,"Tua, Marga",Tabanan
82191,"Angseri, Baturiti",Tabanan
82191,"Antapan, Baturiti",Tabanan
82191,"Apuan, Baturiti",Tabanan
82191,"Bangli, Baturiti",Tabanan
82191,"Batunya, Baturiti",Tabanan
82191,"Baturiti, Baturiti",Tabanan
82191,"Candikuning, Baturiti",Tabanan
82191,"Luwus, Baturiti",Tabanan
82191,"Mekarsari, Baturiti",Tabanan
82191,"Perean, Baturiti",Tabanan
82191,"Perean Kangin, Baturiti",Tabanan
82191,"Perean Tengah, Baturiti",Tabanan
82211,"Pendem, Jembrana",Jembrana
82212,"Baler Bale Agung, Negara",Jembrana
82213,"Banjar Tengah, Negara",Jembrana
82214,"Lelateng, Negara",Jembrana
82215,"Loloan Barat, Negara",Jembrana
82216,"Loloan Timur, Jembrana",Jembrana
82218,"Air Kuning, Jembrana",Jembrana
82218,"Baluk, Negara",Jembrana
82218,"Banyubiru, Negara",Jembrana
82218,"Batuagung, Jembrana",Jembrana
82218,"Berangbang, Negara",Jembrana
82218,"Budeng, Jembrana",Jembrana
82218,"Cupel, Negara",Jembrana
82218,"Dangin Tukadaya, Jembrana",Jembrana
82218,"Dauhwaru, Jembrana",Jembrana
82218,"Kaliakah, Negara",Jembrana
82218,"Pengambengan, Negara",Jembrana
82218,"Perancak, Jembrana",Jembrana
82218,"Sangkaragung, Jembrana",Jembrana
82218,"Tegal Badeng Barat, Negara",Jembrana
82218,"Tegal Badeng Timur, Negara",Jembrana
82218,"Yeh Kuning, Jembrana",Jembrana
82252,"Blimbingsari (Belimbingsari), Melaya",Jembrana
82252,"Candikusuma, Melaya",Jembrana
82252,"Ekasari, Melaya",Jembrana
82252,"Gilimanuk, Melaya",Jembrana
82252,"Manistutu, Melaya",Jembrana
82252,"Melaya, Melaya",Jembrana
82252,"Nusa Sari, Melaya",Jembrana
82252,"Tukadaya, Melaya",Jembrana
82252,"Tuwed, Melaya",Jembrana
82252,"Warnasari, Melaya",Jembrana
82261,"Delod Berawah, Mendoyo",Jembrana
82261,"Mendoyo Dangin Tukad, Mendoyo",Jembrana
82261,"Mendoyo Dauh Tukad, Mendoyo",Jembrana
82261,"Penyaringan, Mendoyo",Jembrana
82261,"Pergung, Mendoyo",Jembrana
82261,"Pohsanten, Mendoyo",Jembrana
82261,"Tegal Cangkring, Mendoyo",Jembrana
82261,"Yeh Embang, Mendoyo",Jembrana
82261,"Yeh Embang Kangin, Mendoyo",Jembrana
82261,"Yeh Embang Kauh, Mendoyo",Jembrana
82261,"Yeh Sumbul, Mendoyo",Jembrana
82262,"Asahduren, Pekutatan",Jembrana
82262,"Gumbrih, Pekutatan",Jembrana
82262,"Manggissari, Pekutatan",Jembrana
82262,"Medewi, Pekutatan",Jembrana
82262,"Pangyangan, Pekutatan",Jembrana
82262,"Pekutatan, Pekutatan",Jembrana
82262,"Pengeragoan (Pengragoan), Pekutatan",Jembrana
82262,"Pulukan, Pekutatan",Jembrana
83112,"Ampenan Tengah, Ampenan",Mataram
83113,"Pejeruk, Ampenan",Mataram
83114,"Ampenan Selatan, Ampenan",Mataram
83115,"Tanjung Karang, Sekarbela",Mataram
83116,"Jempang Baru, Sekarbela",Mataram
83116,"Karang Pule, Sekarbela",Mataram
83116,"Kekalik Jaya, Sekarbela",Mataram
83116,"Tanjung Karang Permai, Sekarbela",Mataram
83117,"Pagutan, Mataram",Mataram
83118,"Banjar, Ampenan",Mataram
83118,"Bintaro, Ampenan",Mataram
83118,"Doyan Peken, Ampenan",Mataram
83118,"Kebunsari, Ampenan",Mataram
83118,"Pajarakan Karya, Ampenan",Mataram
83118,"Tamansari, Ampenan",Mataram
83121,"Mataram Timur, Mataram",Mataram
83122,"Monjok, Selaparang (Selaprang)",Mataram
83122,"Monjok Barat, Selaparang (Selaprang)",Mataram
83122,"Monjok Timur, Selaparang (Selaprang)",Mataram
83123,"Karang Baru, Selaparang (Selaprang)",Mataram
83124,"Rembiga, Selaparang (Selaprang)",Mataram
83125,"Dasan Agung, Selaparang (Selaprang)",Mataram
83125,"Dasan Agung Baru, Selaparang (Selaprang)",Mataram
83126,"Gomong, Selaparang (Selaprang)",Mataram
83126,"Mataram Barat, Selaparang (Selaprang)",Mataram
83127,"Pagesangan, Mataram",Mataram
83127,"Pagesangan Barat, Mataram",Mataram
83127,"Pagesangan Timur, Mataram",Mataram
83127,"Pagutan Barat, Mataram",Mataram
83127,"Pagutan Timur, Mataram",Mataram
83127,"Pejanggik, Mataram",Mataram
83127,"Punia, Mataram",Mataram
83232,"Dasan Cermen, Sandubaya (Sandujaya)",Mataram
83233,"Babakan, Sandubaya (Sandujaya)",Mataram
83236,"Bertais, Sandubaya (Sandujaya)",Mataram
83237,"Abian Tubuh Baru, Sandubaya (Sandujaya)",Mataram
83237,"Mandalika, Sandubaya (Sandujaya)",Mataram
83237,"Selagalas, Sandubaya (Sandujaya)",Mataram
83237,"Turida, Sandubaya (Sandujaya)",Mataram
83238,"Cilinaya, Cakranegara",Mataram
83238,"Karang Taliwang, Cakranegara",Mataram
83238,"Mayura, Cakranegara",Mataram
83238,"Sapta Marga, Cakranegara",Mataram
83239,"Cakranegara Barat, Cakranegara",Mataram
83239,"Cakranegara Selatan, Cakranegara",Mataram
83239,"Cakranegara Selatan Baru, Cakranegara",Mataram
83239,"Cakranegara Timur, Cakranegara",Mataram
83239,"Cakranegara Utara, Cakranegara",Mataram
83239,"Sayang Sayang, Cakranegara",Mataram
83351,"Bukittinggi, Gunungsari",Lombok Barat
83351,"Dopang, Gunungsari",Lombok Barat
83351,"Gelangsar, Gunungsari",Lombok Barat
83351,"Guntur Macan, Gunungsari",Lombok Barat
83351,"Gunung Sari, Gunungsari",Lombok Barat
83351,"Jatisela, Gunungsari",Lombok Barat
83351,"Jeringgo, Gunungsari",Lombok Barat
83351,"Kekait, Gunungsari",Lombok Barat
83351,"Kekeri, Gunungsari",Lombok Barat
83351,"Mekarsari, Gunungsari",Lombok Barat
83351,"Midang, Gunungsari",Lombok Barat
83351,"Nambalan (Mambalan), Gunungsari",Lombok Barat
83351,"Penimbung, Gunungsari",Lombok Barat
83351,"Ranjok, Gunungsari",Lombok Barat
83351,"Sesela, Gunungsari",Lombok Barat
83351,"Taman Sari, Gunungsari",Lombok Barat
83352,"Gili Indah, Pemenang",Lombok Utara
83352,"Jenggala, Tanjung",Lombok Utara
83352,"Malaka, Pemenang",Lombok Utara
83352,"Medana, Tanjung",Lombok Utara
83352,"Pemenang Barat, Pemenang",Lombok Utara
83352,"Pemenang Timur, Pemenang",Lombok Utara
83352,"Sigar Penjalin (Pinjalin), Tanjung",Lombok Utara
83352,"Sokong, Tanjung",Lombok Utara
83352,"Tanjung, Tanjung",Lombok Utara
83352,"Tegal Maja, Tanjung",Lombok Utara
83352,"Teniga, Tanjung",Lombok Utara
83353,"Bentek, Gangga",Lombok Utara
83353,"Dangiang, Kayangan",Lombok Utara
83353,"Genggelang, Gangga",Lombok Utara
83353,"Gondang, Gangga",Lombok Utara
83353,"Gumantar, Kayangan",Lombok Utara
83353,"Kayangan, Kayangan",Lombok Utara
83353,"Pendua, Kayangan",Lombok Utara
83353,"Rempek, Gangga",Lombok Utara
83353,"Salut, Kayangan",Lombok Utara
83353,"Sambik Bangkol, Gangga",Lombok Utara
83353,"Santong, Kayangan",Lombok Utara
83353,"Selengen, Kayangan",Lombok Utara
83353,"Sesait, Kayangan",Lombok Utara
83354,"Akar Akar, Bayan",Lombok Utara
83354,"Anyar, Bayan",Lombok Utara
83354,"Bayan, Bayan",Lombok Utara
83354,"Karang Bajo, Bayan",Lombok Utara
83354,"Loloan, Bayan",Lombok Utara
83354,"Mumbul Sari, Bayan",Lombok Utara
83354,"Sambik Elen, Bayan",Lombok Utara
83354,"Senaru, Bayan",Lombok Utara
83354,"Sukadana, Bayan",Lombok Utara
83355,"Batu Layar, Batu Layar",Lombok Barat
83355,"Bengkaung, Batu Layar",Lombok Barat
83355,"Lembah Sari, Batu Layar",Lombok Barat
83355,"Meninting, Batu Layar",Lombok Barat
83355,"Pusuk Lestari, Batu Layar",Lombok Barat
83355,"Sandik, Batu Layar",Lombok Barat
83355,"Senggigi, Batu Layar",Lombok Barat
83355,"Senteluk, Batu Layar",Lombok Barat
83361,"Bagik Polak, Labuapi",Lombok Barat
83361,"Bagik Polak Barat, Labuapi",Lombok Barat
83361,"Bajur, Labuapi",Lombok Barat
83361,"Bengkel, Labuapi",Lombok Barat
83361,"Karang Bongkot, Labuapi",Lombok Barat
83361,"Kuranji, Labuapi",Lombok Barat
83361,"Kuranji Dalang, Labuapi",Lombok Barat
83361,"Labuapi, Labuapi",Lombok Barat
83361,"Merembu, Labuapi",Lombok Barat
83361,"Perampuan, Labuapi",Lombok Barat
83361,"Telagawaru, Labuapi",Lombok Barat
83361,"Terong Tawah, Labuapi",Lombok Barat
83362,"Banyumulek, Kediri",Lombok Barat
83362,"Dasan Baru, Kediri",Lombok Barat
83362,"Gelogor, Kediri",Lombok Barat
83362,"Giri Sasak, Kuripan",Lombok Barat
83362,"Jagaraga, Kuripan",Lombok Barat
83362,"Jagaraga Indah, Kediri",Lombok Barat
83362,"Kediri, Kediri",Lombok Barat
83362,"Kediri Selatan, Kediri",Lombok Barat
83362,"Kuripan, Kuripan",Lombok Barat
83362,"Kuripan Selatan, Kuripan",Lombok Barat
83362,"Kuripan Timur, Kuripan",Lombok Barat
83362,"Kuripan Utara, Kuripan",Lombok Barat
83362,"Lelede, Kediri",Lombok Barat
83362,"Montong Are, Kediri",Lombok Barat
83362,"Ombe Baru, Kediri",Lombok Barat
83362,"Rumak, Kediri",Lombok Barat
83363,"Babussalam, Gerung",Lombok Barat
83363,"Banyu Urip, Gerung",Lombok Barat
83363,"Beleke, Gerung",Lombok Barat
83363,"Dasan Geres, Gerung",Lombok Barat
83363,"Dasan Tapen, Gerung",Lombok Barat
83363,"Gapuk, Gerung",Lombok Barat
83363,"Gerung Selatan, Gerung",Lombok Barat
83363,"Gerung Utara, Gerung",Lombok Barat
83363,"Giri Tembesi, Gerung",Lombok Barat
83363,"Kebunayu, Gerung",Lombok Barat
83363,"Mesanggok, Gerung",Lombok Barat
83363,"Sukamakmur, Gerung",Lombok Barat
83363,"Taman Ayu, Gerung",Lombok Barat
83363,"Tempos, Gerung",Lombok Barat
83364,"Jembatan Gantung, Lembar",Lombok Barat
83364,"Jembatan Kembar, Lembar",Lombok Barat
83364,"Labuan Tereng, Lembar",Lombok Barat
83364,"Lembar, Lembar",Lombok Barat
83364,"Lembar Selatan, Lembar",Lombok Barat
83364,"Mareje, Lembar",Lombok Barat
83364,"Mareje Timur, Lembar",Lombok Barat
83364,"Sekotong Timur, Lembar",Lombok Barat
83365,"Batu Putih, Sekotong",Lombok Barat
83365,"Buwun Mas, Sekotong",Lombok Barat
83365,"Cendi Manik, Sekotong",Lombok Barat
83365,"Gili Gede Indah, Sekotong",Lombok Barat
83365,"Kedaro, Sekotong",Lombok Barat
83365,"Pelangan, Sekotong",Lombok Barat
83365,"Sekotong Barat, Sekotong",Lombok Barat
83365,"Sekotong Tengah, Sekotong",Lombok Barat
83371,"Badrain, Narmada",Lombok Barat
83371,"Batu Kumbung, Lingsar",Lombok Barat
83371,"Batu Kuta, Narmada",Lombok Barat
83371,"Batu Mekar, Lingsar",Lombok Barat
83371,"Bug-Bug, Lingsar",Lombok Barat
83371,"Buwun Sejati, Narmada",Lombok Barat
83371,"Dasan Geria, Lingsar",Lombok Barat
83371,"Dasan Tereng, Narmada",Lombok Barat
83371,"Duman, Lingsar",Lombok Barat
83371,"Gegelang, Lingsar",Lombok Barat
83371,"Gegerung, Lingsar",Lombok Barat
83371,"Gerimak Indah, Narmada",Lombok Barat
83371,"Giri Madia, Lingsar",Lombok Barat
83371,"Golong, Narmada",Lombok Barat
83371,"Gontoran, Lingsar",Lombok Barat
83371,"Karang Bayan, Lingsar",Lombok Barat
83371,"Krama Jaya, Narmada",Lombok Barat
83371,"Langko, Lingsar",Lombok Barat
83371,"Lebah Sempaga, Narmada",Lombok Barat
83371,"Lembuak, Narmada",Lombok Barat
83371,"Lingsar, Lingsar",Lombok Barat
83371,"Mekarsari, Narmada",Lombok Barat
83371,"Narmada, Narmada",Lombok Barat
83371,"Nyur Lembang, Narmada",Lombok Barat
83371,"Pakuan, Narmada",Lombok Barat
83371,"Peresak, Narmada",Lombok Barat
83371,"Peru (Keru), Narmada",Lombok Barat
83371,"Peteluan Indah, Lingsar",Lombok Barat
83371,"Saribaye, Lingsar",Lombok Barat
83371,"Sedau, Narmada",Lombok Barat
83371,"Selat, Narmada",Lombok Barat
83371,"Sembung, Narmada",Lombok Barat
83371,"Sesaot, Narmada",Lombok Barat
83371,"Sigerongan, Lingsar",Lombok Barat
83371,"Suranadi, Narmada",Lombok Barat
83371,"Tanah/Tanak Beak, Narmada",Lombok Barat
83511,"Aik Mual, Praya",Lombok Tengah
83511,"Ampenan Utara, Ampenan",Mataram
83511,"Bunut Baok, Praya",Lombok Tengah
83511,"Jago, Praya",Lombok Tengah
